BALANCE,PURCHASES,PURCHASES_TRX,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,PAYMENTS
4613.570499,0.0,0,0.0,0.0,922.218961
126.121035,590.0,1,0.083333,0.0,1471.72027
7638.382236,0.0,0,0.0,0.0,2284.390267
1931.821799,120.0,1,0.083333,0.0,476.682076
5538.646971,460.57,6,0.333333,0.0,1253.713151
1818.441161,904.3,54,0.0,1.0,1251.158216
4550.717687,2094.99,23,0.5,1.0,3172.264416
741.294747,7096.36,84,1.0,1.0,6642.324858
802.618739,2860.32,28,0.416667,0.416667,2024.536409
645.299519,1310.84,12,0.2,0.6,1402.76066
42.366061,463.32,9,0.0,0.666667,499.856766
2127.069602,743.38,18,0.166667,0.0,1047.607919
76.059828,927.1,12,1.0,0.0,906.712652
25.659372,951.1,2,0.166667,0.0,865.208858
269.309231,280.25,19,0.0,0.916667,176.415802
230.823876,1842.33,12,0.0,0.833333,1651.128297
6.903243,145.01,9,0.0,0.75,162.930205
537.002861,2275.97,31,0.583333,0.0,1575.697754
3222.221884,356.4,5,0.166667,0.0,835.314447
7370.257624,0.0,0,0.0,0.0,2278.457657
20.889413,244.2,4,0.0,0.25,541.817138
74.568421,600.0,5,0.083333,0.25,1307.801313
1.059103,25.5,1,0.083333,0.0,563.748018
1109.366186,348.78,9,0.714286,0.0,438.733395
1114.122532,348.47,9,0.166667,0.416667,631.49296
348.965773,1019.4,25,0.25,1.0,214.987376
949.259857,0.0,0,0.0,0.0,169.264551
6306.501319,205.03,3,0.0,0.3,1646.635328
1393.527992,0.0,0,0.0,0.0,638.403004
364.140613,1462.38,5,0.333333,0.0,1858.4353
72.706076,508.56,2,0.083333,0.0,2197.473031
1688.521097,0.0,0,0.0,0.0,3572.27487
229.913693,2406.77,35,1.0,0.5,2239.201417
123.791796,1202.5,41,0.0,0.583333,1623.347254
1786.707643,0.0,0,0.0,0.0,1612.796944
971.681565,133.31,1,0.0,0.583333,496.155153
3959.912911,0.0,0,0.0,0.0,701.794235
1771.028068,360.0,1,0.090909,0.0,4681.869188
543.350448,0.0,0,0.0,0.0,7158.478105
189.969435,2071.55,19,0.916667,0.166667,1679.943402
214.610294,496.0,12,0.0,0.833333,739.051121
4.620029,59.67,11,0.0,0.916667,60.665896
32.779456,212.58,8,0.333333,0.166667,338.58363
2191.369256,1197.2,13,0.333333,0.416667,1643.269684
1893.611922,22746.81,140,1.0,1.0,22558.28457
230.936733,0.0,0,0.0,0.0,4024.820049
42.585012,534.26,6,0.25,0.083333,3391.718043
1060.385693,5327.61,53,0.833333,0.0,8412.649548
867.728471,41.07,3,0.0,0.25,1409.282903
8884.816576,1233.58,7,0.416667,0.0,5574.916601
77.273142,963.61,14,0.0,0.833333,1218.480845
915.981419,2037.24,22,0.583333,0.666667,411.176707
177.355165,1179.3,13,0.5,0.416667,815.01939
653.004882,2035.29,29,0.5,0.5,7590.280949
3322.31489,676.0,9,0.25,0.333333,867.587298
49.022296,480.27,37,0.0,1.0,636.766732
5022.775729,2117.05,19,0.833333,0.166667,1588.794697
2.451938,37.75,1,0.0,0.083333,426.039083
39.977967,432.05,3,0.2,0.0,1282.534281
247.063258,1448.74,23,0.0,1.0,1313.816616
1327.775159,534.93,38,0.0,1.0,578.744266
2372.842569,218.0,4,0.333333,0.0,529.808323
2705.149599,328.61,6,0.25,0.083333,4724.801558
92.782518,921.82,1,0.1,0.0,4644.142145
4.398104,76.0,1,0.083333,0.0,307.868817
9387.614011,0.0,0,0.0,0.0,2202.134525
156.536773,1903.66,35,0.833333,0.166667,2093.551911
233.393741,2346.94,39,0.75,0.75,2029.208283
3597.728209,1043.0,7,0.0,0.5,1222.771295
2.549291,322.98,3,0.166667,0.0,1210.429773
5630.793848,2743.66,23,0.75,0.0,1251.781578
1592.168416,0.0,0,0.0,0.0,11382.3658
599.044829,6528.65,113,1.0,1.0,5779.079513
5.801666,88.97,2,0.083333,0.083333,620.204737
31.876386,311.05,11,0.916667,0.0,320.176291
41.620283,689.4,12,1.0,0.0,718.15858
408.732898,0.0,0,0.0,0.0,19666.29097
5.260527,263.16,7,0.0,0.333333,385.107859
238.184435,2068.15,7,0.0,0.75,2143.223171
3437.033859,1858.7,18,0.583333,0.0,6062.441603
341.467517,3446.96,46,1.0,0.333333,3273.239834
2500.029691,1103.5,8,0.333333,0.0,617.471865
6477.2996,0.0,0,0.0,0.0,2480.091913
1037.653522,584.4,12,0.0,1.0,572.911937
1134.726574,0.0,0,0.0,0.0,78.603131
1564.180333,942.22,36,0.5,1.0,2852.584209
55.58459,395.05,6,0.25,0.166667,531.9538
61.109731,438.8,10,0.0,0.9,367.594796
5.340221,35.97,1,0.083333,0.0,83.093843
2593.115716,0.0,0,0.0,0.0,2420.926404
12.40875,85.5,1,0.1,0.0,414.010478
1548.224072,696.63,2,0.083333,0.0,588.329981
1547.154381,0.0,0,0.0,0.0,438.446345
527.965041,2808.2,71,0.583333,1.0,2823.313675
998.231433,1622.23,54,0.916667,0.916667,987.085976
5220.637076,2911.02,85,0.833333,1.0,2044.047768
395.81907,37.0,2,0.0,0.111111,243.495592
1739.666192,0.0,0,0.0,0.0,5130.543752
1382.168038,0.0,0,0.0,0.0,598.968477
11.047149,180.5,8,0.0,0.333333,269.952974
1121.833202,2940.0,13,0.083333,0.916667,1279.460209
1222.083116,1492.21,27,0.5,0.916667,1409.156293
3850.206279,2434.5,22,0.333333,0.166667,6120.323572
51.640786,434.72,9,0.083333,0.583333,998.961098
621.386746,178.83,4,0.285714,0.0,96.011391
1096.949604,227.55,2,0.083333,0.0,397.836763
75.039332,588.05,5,0.166667,0.0,707.386471
939.102758,0.0,0,0.0,0.0,501.827788
2321.846501,2675.0,22,0.666667,0.0,5458.081568
4010.621974,40040.71,358,1.0,1.0,33994.72785
139.511394,1247.75,31,0.166667,1.0,2017.650301
25.698927,244.0,16,0.0,1.0,383.150843
1856.590921,0.0,0,0.0,0.0,2356.790318
18.776309,59.0,1,0.166667,0.0,127.623057
2596.455261,0.0,0,0.0,0.0,714.50351
6619.14864,35.92,1,0.0,0.083333,2071.643344
317.657562,4398.35,47,0.916667,0.0,4028.380624
6912.431438,1483.9,12,1.0,0.0,2701.466431
12.00682,126.0,12,0.0,1.0,171.837196
173.940108,958.5,6,0.3,0.0,3213.848412
661.199437,150.0,1,0.083333,0.0,290.372365
12.659909,5252.04,40,0.166667,1.0,4086.011768
2425.836071,3502.99,74,0.833333,0.416667,3871.983102
27.263365,231.0,11,0.0,0.833333,174.589426
208.19101,2395.88,63,1.0,0.75,2131.759516
12.654903,120.0,3,0.0,0.2,291.598507
1727.333496,560.75,11,0.181818,0.363636,509.825296
1727.295159,719.76,12,0.166667,0.416667,724.437944
801.110294,4276.89,58,0.333333,0.916667,4750.947157
144.129221,949.59,11,0.25,0.333333,999.711434
1497.129794,2571.48,26,0.333333,0.666667,3177.11973
1770.072581,0.0,0,0.0,0.0,1390.781416
43.124063,491.43,7,0.545455,0.0,714.720575
200.971458,569.68,10,0.083333,0.25,311.300085
5086.333429,548.89,3,0.166667,0.0,7327.589749
1469.212816,220.69,6,0.090909,0.272727,416.172003
80.054576,315.0,1,0.083333,0.0,1054.977467
249.140601,655.94,17,0.083333,0.75,907.604425
505.313231,4471.79,74,1.0,0.916667,4393.043928
396.419487,4349.34,14,0.916667,0.0,4381.453625
5858.617133,2761.41,24,0.666667,0.666667,1919.207449
1790.707374,1368.0,2,0.083333,0.0,672.614794
2006.218006,4572.63,28,0.416667,0.25,1670.202477
4609.210475,335.0,2,0.166667,0.0,6344.618447
123.089579,1150.78,81,1.0,0.083333,1035.0287
3950.9879,699.44,13,1.0,0.0,994.405792
2628.511837,273.0,7,0.583333,0.0,4613.45321
31.473181,220.5,2,0.083333,0.0,1199.475254
421.475963,2218.26,11,0.0,0.916667,2031.739917
5561.206188,1120.29,19,0.583333,0.583333,2013.621078
2138.185971,45.65,1,0.083333,0.0,728.892219
275.956562,1943.1,10,0.25,0.25,5018.330901
2894.348509,657.71,21,0.166667,0.916667,3166.765636
15.173238,316.91,6,0.666667,0.0,348.334373
541.240795,5999.95,97,1.0,1.0,6850.328106
1426.870236,0.0,0,0.0,0.0,324.97095
373.243163,3603.23,24,0.75,0.0,4752.699763
3892.352781,6068.82,61,0.583333,0.333333,4417.82569
1172.344218,454.21,21,0.0,0.916667,447.202927
1786.846869,0.0,0,0.0,0.0,4203.245105
272.7004,3298.55,33,0.833333,0.166667,3629.836534
68.845891,853.44,4,0.166667,0.083333,789.202649
120.964472,0.0,0,0.0,0.0,997.765267
2415.412234,3313.65,55,0.666667,1.0,858.81107
50.435246,553.73,8,0.5,0.0,371.23017
1094.221693,35.0,2,0.083333,0.0,348.094372
2249.731727,2598.54,31,0.5,1.0,1152.945008
3007.093879,0.0,0,0.0,0.0,878.602529
3143.23132,255.08,11,0.166667,0.333333,734.825068
1392.814234,845.51,7,0.333333,0.083333,622.228025
7994.33168,224.51,11,0.0,0.833333,1885.941844
3661.051976,764.0,13,0.166667,0.166667,872.241096
910.682404,0.0,0,0.0,0.0,1687.978206
779.500096,689.4,12,1.0,0.0,1663.032141
245.199649,2241.84,27,0.916667,0.0,2033.297863
1279.305202,2071.7,22,0.5,0.0,2792.076889
57.862875,579.0,6,0.0,0.25,2124.54787
1200.435451,886.56,15,1.0,0.25,1118.707982
1152.710352,1392.0,16,0.25,1.0,1147.368802
2767.251585,0.0,0,0.0,0.0,790.443616
3013.581545,0.0,0,0.0,0.0,729.037137
363.344239,665.86,34,0.75,0.75,1734.889908
4657.477375,237.52,3,0.25,0.0,1613.851352
341.456099,2091.44,38,0.5,1.0,2252.250986
7656.390367,0.0,0,0.0,0.0,2020.91393
5729.703345,265.0,1,0.090909,0.0,11707.95352
6733.58763,280.0,12,0.0,0.916667,1713.576478
4359.126852,0.0,0,0.0,0.0,972.402021
18.898762,212.5,7,0.0,0.25,275.063898
325.47428,3030.4,76,1.0,0.916667,3117.11898
162.905422,1600.0,8,0.0,0.666667,2733.152899
80.363442,2370.44,63,0.083333,1.0,2373.35922
5924.719712,246.56,4,0.25,0.0,2294.481074
5161.854898,4542.33,105,1.0,0.583333,3376.37909
319.388468,1674.9,24,1.0,0.833333,1907.796411
61.976914,401.63,7,0.5,0.0,806.587482
5608.513514,0.0,0,0.0,0.0,1648.391392
661.135323,568.81,10,0.083333,0.666667,239.759567
130.977369,527.0,6,0.25,0.083333,493.086038
831.404268,0.0,0,0.0,0.0,8450.958983
2153.498372,5428.77,45,0.5,1.0,4059.3757
7886.875682,968.26,35,0.916667,0.416667,2016.609163
148.826903,3386.58,16,0.583333,0.0,4474.571671
15.730229,163.24,13,0.083333,1.0,179.844127
177.268927,429.88,4,0.25,0.0,1590.946442
20.933565,295.32,8,0.0,0.333333,315.301272
920.872172,296.64,5,0.111111,0.333333,119.369967
4240.449485,2798.36,4,0.428571,0.0,539.231042
4427.994044,1039.49,29,0.666667,0.833333,1110.44826
187.2126,1807.08,19,0.416667,0.916667,1681.194004
9680.188434,0.0,0,0.0,0.0,2428.847512
1186.928037,2178.0,28,1.0,0.333333,2565.252377
85.053515,1244.7,20,1.0,0.583333,2326.997535
2054.372848,833.28,24,0.0,1.0,1020.782939
60.835983,1151.45,5,0.0,0.333333,1499.855842
1438.46998,0.0,0,0.0,0.0,298.435921
5745.78949,0.0,0,0.0,0.0,1684.800793
746.693629,615.2,16,0.0,0.916667,1693.123192
4183.877488,353.75,19,0.0,0.833333,8713.847904
1140.787563,2796.54,15,0.166667,0.75,2139.874585
281.469522,2500.03,25,0.916667,0.416667,2463.043567
73.507271,890.45,17,1.0,0.0,999.607298
2297.696272,2764.0,9,0.25,0.25,651.887762
1064.037564,55.52,4,0.0,0.3,2427.690302
2792.534256,9661.37,12,0.416667,0.0,6000.763458
606.246031,3876.0,21,0.166667,0.75,1745.666361
65.253182,1027.41,7,0.25,0.0,1558.234063
73.532797,1185.3,6,0.166667,0.25,1558.325533
23.956905,186.05,7,0.416667,0.0,410.798862
4098.215967,0.0,0,0.0,0.0,922.08551
1916.470203,380.0,6,0.0,0.416667,577.247923
21.639571,191.7,16,0.0,0.666667,3692.246322
841.398158,860.2,16,0.166667,0.666667,1198.790549
3857.747562,777.92,39,0.083333,1.0,5845.78102
1920.231187,167.08,2,0.166667,0.0,625.532634
304.664917,2601.67,18,0.583333,0.083333,2875.007088
1.753241,0.0,0,0.0,0.0,704.789521
1.599053,188.0,1,0.083333,0.0,356.465959
7422.444145,148.29,2,0.083333,0.0,2299.218749
198.31397,487.61,8,0.166667,0.0,90.1719
2712.176691,0.0,0,0.0,0.0,659.76111
14.434808,237.48,12,0.0,1.0,216.922698
1376.24407,0.0,0,0.0,0.0,685.228947
164.684836,622.9,7,0.545455,0.0,825.929531
2837.112414,0.0,0,0.0,0.0,660.781751
931.047119,494.0,7,0.25,0.083333,415.139393
438.753147,1252.1,21,1.0,0.416667,867.534492
364.398745,1087.66,22,0.583333,0.833333,763.738703
2135.365916,0.0,0,0.0,0.0,565.655851
27.164388,554.35,16,1.0,0.166667,446.722613
468.693449,4930.68,40,0.416667,1.0,4552.742211
1080.956258,386.78,7,0.333333,0.0,3078.374295
2849.47477,574.92,12,0.0,1.0,3909.150905
584.287125,0.0,0,0.0,0.0,1029.191073
3304.829014,2577.7,23,0.583333,0.0,1411.392046
39.665224,265.92,11,0.0,0.916667,295.676965
83.279708,899.73,5,0.333333,0.0,1846.833247
227.636073,3050.64,46,0.666667,0.916667,2597.767395
928.666372,0.0,0,0.0,0.0,1374.841601
57.764354,454.2,15,0.0,0.416667,712.993271
116.626679,533.99,32,0.5,0.666667,606.890738
8787.333948,0.0,0,0.0,0.0,1919.111579
4007.32326,3333.95,91,0.5,1.0,6967.667428
972.665818,10549.19,248,1.0,1.0,10114.18854
697.525591,462.38,12,0.083333,0.5,134.938594
4279.153917,1006.17,9,0.3,0.0,836.921157
920.922411,1227.93,15,0.166667,0.916667,2219.82375
3308.148118,3767.75,84,0.083333,0.833333,3396.558042
19.945714,170.0,1,0.083333,0.0,734.613034
868.98325,1104.65,8,0.416667,0.0,1962.562543
0.001214,0.0,0,0.0,0.0,231.081616
311.357,2283.07,18,0.666667,0.0,2395.548466
21.986298,568.78,10,0.083333,0.333333,1448.573986
1245.890862,5380.3,32,0.5,0.75,6133.623121
867.444685,8751.49,63,1.0,0.666667,8622.953253
8625.355309,1945.95,50,0.0,0.833333,3732.923009
31.973194,94.53,2,0.083333,0.0,114.614967
112.973151,0.0,0,0.0,0.0,552.938783
1337.162883,4544.48,25,0.083333,0.666667,3394.95009
1738.553751,0.0,0,0.0,0.0,440.33622
449.556041,143.0,2,0.083333,0.0,4723.998143
1227.548135,322.0,13,0.0,0.583333,133.36143
48.213487,403.1,8,0.666667,0.0,341.196389
58.949864,2074.57,25,0.583333,0.5,1694.490864
1367.479599,12375.0,9,0.0,0.75,15246.11594
2920.392514,2673.73,59,0.333333,1.0,3319.325665
6462.461789,479.98,1,0.083333,0.0,2373.476104
1887.119184,2450.73,13,0.166667,0.416667,1534.31902
67.32184,685.15,20,1.0,0.416667,526.120039
912.857498,831.03,8,0.285714,0.714286,95.682798
961.391452,3783.25,38,0.916667,0.75,1906.997697
1455.84622,592.82,15,0.333333,0.5,1226.999404
44.687434,679.0,5,0.083333,0.166667,717.927436
7103.925375,220.74,3,0.0,0.166667,2070.710343
2337.713483,773.7,20,0.833333,0.0,1004.760912
619.375758,6133.45,129,1.0,0.5,5505.517545
1168.007346,539.0,6,0.090909,0.454545,946.105536
556.359504,1111.12,10,0.0,0.833333,1248.404553
8151.985277,25615.07,56,1.0,0.583333,17575.20083
1.198223,317.02,30,0.75,0.666667,304.637365
2492.985289,74.5,1,0.0,0.083333,1577.510657
11431.78621,0.0,0,0.0,0.0,3967.893848
4116.869029,0.0,0,0.0,0.0,7310.396611
1117.368286,972.38,21,0.0,1.0,667.050505
5705.19862,942.68,2,0.181818,0.0,10909.20512
916.63778,4627.8,89,1.0,1.0,6083.511913
63.685705,690.84,24,0.0,1.0,676.624615
965.605202,215.0,3,0.25,0.0,398.080493
173.658581,1210.0,8,0.0,0.875,977.652258
4.382924,130.24,0,0.0,0.083333,28988.97388
1708.478796,1406.14,27,0.416667,0.916667,449.234708
222.321892,2417.54,17,0.333333,0.5,2222.490788
465.033038,247.36,2,0.25,0.0,506.365178
6138.163709,0.0,0,0.0,0.0,1337.056317
668.102701,4943.92,52,0.916667,1.0,4869.034025
4146.527042,178.0,1,0.083333,0.0,911.108606
1687.08958,5094.17,70,1.0,0.416667,3606.985963
1995.089853,8335.69,69,0.818182,0.272727,3348.095046
1818.447016,413.0,7,0.181818,0.272727,757.096312
33.225168,655.15,16,1.0,0.166667,736.122329
1060.736973,0.0,0,0.0,0.0,3812.753505
129.613905,1083.04,10,0.333333,0.0,1958.462851
262.106758,2625.84,38,1.0,0.0,2489.949174
27.694103,474.96,7,0.0,0.222222,611.396021
294.381106,828.0,6,0.0,0.5,542.108571
1895.786893,2131.31,29,0.666667,0.916667,1095.198415
2550.528085,0.0,0,0.0,0.0,674.847656
2475.660894,440.0,3,0.272727,0.0,511.059528
1499.19943,3245.23,51,1.0,0.833333,2961.631164
3181.996689,2046.06,27,0.583333,0.916667,9801.637331
39.761286,2858.26,40,0.75,1.0,3327.955123
22.794308,12.0,1,0.083333,0.0,119.909635
2118.52034,0.0,0,0.0,0.0,1420.257435
2629.928623,2830.88,62,0.916667,0.416667,4889.053647
1057.585071,1008.3,15,0.916667,0.0,1083.253347
180.315352,1642.26,24,0.25,0.833333,1609.27261
2402.800575,0.0,0,0.0,0.0,3590.813278
3241.29164,1119.56,13,0.0,0.916667,1441.367488
5868.206909,911.56,45,0.666667,0.75,1068.212206
937.434519,1124.88,9,0.333333,0.083333,993.196174
4804.072481,0.0,0,0.0,0.0,1589.654582
1177.125233,8190.9,56,0.916667,0.5,7007.797351
4393.185874,0.0,0,0.0,0.0,5943.975673
1695.84301,317.4,5,0.083333,0.25,708.699641
1830.571451,737.67,5,0.25,0.0,2338.783266
167.505508,1219.0,21,0.75,0.416667,1989.674433
1075.401912,150.0,1,0.083333,0.0,224.135558
392.992722,508.32,36,0.0,1.0,168.998137
136.743106,1466.05,21,1.0,0.5,1519.011448
2619.752921,3563.07,69,0.666667,0.666667,1227.952887
432.385707,2171.86,20,0.416667,0.416667,1980.281176
4.392146,47.96,4,0.0,0.166667,250.20211
109.681353,2118.66,17,0.0,0.916667,2272.075479
632.679411,1363.79,16,0.083333,0.666667,2432.980638
3145.204423,3613.83,19,0.416667,0.5,1241.075833
5925.82931,0.0,0,0.0,0.0,1402.586222
5227.616927,0.0,0,0.0,0.0,4995.602345
3019.914063,0.0,0,0.0,0.0,626.302973
26.485924,256.44,12,0.0,0.666667,235.328971
950.717606,0.0,0,0.0,0.0,1441.710359
75.012641,480.02,1,0.083333,0.0,485.738057
3156.418686,3471.99,57,0.833333,1.0,2482.014766
1229.938869,699.96,9,0.166667,0.166667,1333.446631
1589.41431,118.79,5,0.416667,0.0,349.53025
1106.557102,1342.86,13,0.25,0.083333,4421.574277
588.795215,4116.0,12,0.0,0.5,8130.112361
4627.588589,1774.46,12,0.583333,0.0,864.174924
2766.561266,1469.05,29,0.333333,0.0,591.132016
5363.715074,118.41,1,0.083333,0.0,1965.92346
2963.244696,0.0,0,0.0,0.0,6310.629888
211.84382,2176.55,45,0.5,0.5,1826.642642
903.031624,494.7,10,0.0,0.833333,2210.461973
793.713659,1307.0,1,0.166667,0.0,1533.10785
8281.348085,4231.12,43,1.0,0.583333,2856.165405
100.904785,1281.44,31,1.0,0.166667,1271.161266
140.741786,1547.68,27,1.0,0.416667,1157.317558
3947.749703,525.65,7,0.333333,0.0,918.584591
1981.929376,145.8,10,0.0,0.75,2803.926679
975.946428,1572.42,34,0.583333,1.0,4024.595117
2807.729258,0.0,0,0.0,0.0,616.424424
2613.123168,0.0,0,0.0,0.0,592.143167
6.576315,74.49,3,0.0,0.166667,45.19561
778.475416,353.52,10,0.083333,0.583333,219.322142
7170.30572,3109.28,48,1.0,0.833333,2055.673322
1579.158781,4175.25,50,0.166667,0.916667,1980.952607
131.459201,705.84,11,0.0,0.916667,669.589
1764.520491,100.0,1,0.083333,0.0,3815.758864
1787.535327,0.0,0,0.0,0.0,4592.708912
2769.640442,738.06,8,0.5,0.0,740.45306
774.709467,462.0,24,0.0,1.0,703.328852
4533.066139,0.0,0,0.0,0.0,1588.74192
3044.194951,934.21,38,0.083333,0.666667,1268.702405
1101.085631,0.0,0,0.0,0.0,270.956427
18.218714,89.0,1,0.0,0.083333,1095.921001
7.472301,80.0,2,0.0,0.083333,168.885534
1258.079397,1242.46,33,0.5,1.0,3169.465442
497.787017,114.54,1,0.083333,0.0,2060.33172
8767.5693,0.0,0,0.0,0.0,1824.244866
843.357393,45.0,1,0.083333,0.0,304.408605
1080.667451,3895.67,49,0.416667,1.0,2571.280305
2945.285382,185.98,9,0.083333,0.333333,1009.97564
3608.548972,1664.02,15,0.5,0.1,1043.772722
1209.733106,1298.56,47,0.083333,1.0,1558.812198
21.664126,271.86,12,0.083333,0.916667,263.919053
27.832009,366.6,12,0.0,1.0,364.834065
1247.384513,405.5,12,0.166667,0.416667,1131.607754
1052.127315,354.48,12,0.0,1.0,571.417096
110.400892,486.72,12,0.0,0.916667,278.441988
3232.346639,0.0,0,0.0,0.0,664.715954
498.355964,2434.7,27,0.416667,1.0,4242.383449
2774.249582,21802.6,72,1.0,0.0,22350.29247
2332.392373,306.36,3,0.0,0.166667,670.376849
3630.771485,0.0,0,0.0,0.0,5171.793236
4676.575915,453.64,4,0.0,0.333333,1274.301021
39.477741,325.66,7,0.333333,0.0,288.039256
8.04034,176.85,4,0.166667,0.0,266.209837
83.004246,726.89,23,0.583333,0.666667,666.292539
197.02206,3824.78,80,0.666667,1.0,3458.142743
223.818492,1702.42,12,0.083333,0.833333,1913.220366
2270.429964,8257.26,139,1.0,1.0,12080.20143
341.379209,426.92,13,0.416667,0.0,595.682302
1050.527038,8880.59,64,0.333333,1.0,7713.262155
1033.394656,262.44,8,0.0,0.666667,569.731828
0.0,2600.0,1,0.083333,0.0,2437.260081
5805.32079,1724.75,29,0.75,0.666667,1351.901655
167.35668,288.0,3,0.083333,0.0,292.213876
5942.683036,976.45,15,0.583333,0.166667,1659.876332
5559.733773,930.0,13,0.0,0.333333,2519.858893
2650.518784,503.0,6,0.083333,0.416667,1229.096798
0.126562,0.0,0,0.0,0.0,119.790593
1.343207,19.08,2,0.0,0.083333,170.180973
1229.397644,11414.48,176,0.916667,1.0,9686.614183
1163.790341,517.0,12,0.272727,0.0,541.21958
2000.797758,1037.5,5,0.0,0.416667,1864.665644
8809.504736,25378.36,136,1.0,1.0,25825.32482
82.803156,756.68,14,1.0,0.166667,699.109729
343.674421,452.07,3,0.166667,0.0,51.461732
171.616134,4996.17,35,0.75,0.166667,4736.750346
417.841508,311.86,7,0.0,0.416667,802.93759
97.917955,824.31,27,0.0,0.916667,702.365795
6.08697,333.24,12,0.0,1.0,224.061597
70.457831,1146.59,14,0.166667,0.5,904.796957
1160.206649,1600.0,5,0.1,0.1,876.757279
4060.966003,823.1,13,0.166667,0.333333,3347.328701
2714.595164,666.1,18,0.083333,0.916667,2055.474721
1212.812748,397.44,12,0.0,1.0,1738.449943
48.822128,537.51,12,0.0,0.833333,478.875501
694.202818,0.0,0,0.0,0.0,1721.925721
3478.592472,0.0,0,0.0,0.0,611.537657
1191.662907,979.92,18,0.416667,0.416667,278.328435
1552.772103,34.74,1,0.1,0.0,3125.652785
705.232653,1902.4,29,1.0,0.833333,1941.959847
3391.70218,38902.71,195,1.0,1.0,35843.62593
1013.728552,3209.62,32,0.583333,1.0,4176.325274
22.728166,262.5,14,0.0,0.666667,301.677275
799.518482,339.96,12,0.0,1.0,361.021723
5344.347568,270.02,2,0.083333,0.0,1467.932074
350.378913,3263.48,25,0.583333,0.0,4547.760665
2763.049499,1921.85,20,0.5,0.666667,1614.5512
4.383989,96.5,6,0.0,0.416667,217.143643
4954.880195,281.31,5,0.0,0.416667,1442.246195
1670.146578,3420.97,31,0.25,0.0,1164.552612
1728.275923,628.56,24,0.0,1.0,1217.960916
1034.555485,5787.66,63,0.666667,0.75,5651.220766
502.653982,4748.5,82,1.0,1.0,4517.823754
1216.570617,5140.49,57,0.75,0.5,5671.221416
7611.152584,3707.79,57,0.666667,0.0,4610.460803
25.414572,262.92,11,0.916667,0.0,280.367131
135.037323,270.0,3,0.0,0.181818,1760.310579
1563.747179,801.46,17,0.583333,0.083333,2282.161389
1044.273707,1463.84,22,0.416667,0.916667,2624.741492
8159.168439,2453.07,42,0.916667,1.0,1698.958527
2403.75955,367.16,8,0.333333,0.0,687.263236
2876.009336,152.61,2,0.333333,0.0,248.342971
1237.673602,0.0,0,0.0,0.0,589.980487
283.30016,461.36,9,0.0,0.666667,526.087388
7339.943073,0.0,0,0.0,0.0,1314.192386
1226.122189,295.34,8,0.416667,0.0,439.233552
3515.039029,2924.08,85,0.333333,1.0,10693.27843
30.525356,384.95,4,0.333333,0.0,498.165923
1283.280303,0.0,0,0.0,0.0,4073.172497
49.416158,590.0,7,0.083333,0.5,836.812414
1621.035373,23.21,4,0.0,0.333333,500.515114
1624.651156,0.0,0,0.0,0.0,894.813551
5269.72399,682.57,9,0.333333,0.083333,1771.172074
314.507915,3492.21,13,0.583333,0.166667,4089.583027
2150.212841,4096.08,45,0.666667,0.833333,587.669772
891.620777,0.0,0,0.0,0.0,593.110495
3454.094319,31299.35,121,0.666667,0.833333,22542.58705
86.905609,1106.4,12,0.0,1.0,1538.001397
1647.932117,0.0,0,0.0,0.0,390.2023
188.424847,1576.35,20,0.833333,0.333333,1271.233538
1250.885289,892.19,6,0.083333,0.416667,461.638318
5148.625027,0.0,0,0.0,0.0,1274.60362
3272.586986,1146.57,20,1.0,0.5,1132.705302
1698.369764,0.0,0,0.0,0.0,5512.828223
246.864346,2995.55,35,0.75,1.0,2734.138816
2004.914139,3628.29,73,0.916667,1.0,1718.220924
1410.753575,588.85,13,0.416667,0.25,409.037304
2388.030134,3832.98,90,1.0,1.0,5990.39237
96.109401,938.2,12,1.0,0.0,3722.654209
8953.743398,254.85,5,0.083333,0.25,2105.588422
3414.977831,2219.55,33,0.75,0.75,732.08134
1039.88038,93.24,12,0.0,0.916667,5293.609266
92.898327,546.0,7,0.083333,0.416667,787.50992
2885.068871,0.0,0,0.0,0.0,712.676699
7919.563494,85.54,2,0.0,0.111111,1594.977158
4707.131609,7066.08,87,0.333333,0.5,5352.856606
1915.245632,39.0,1,0.083333,0.0,542.919146
392.667425,4015.23,26,1.0,0.0,3189.923177
104.57287,937.56,13,0.083333,0.666667,870.874657
2257.542109,0.0,0,0.0,0.0,464.716284
75.070011,898.45,11,0.0,0.8,743.358844
7533.854422,5253.06,78,0.833333,0.75,1790.394949
628.384411,887.3,6,0.166667,0.083333,177.708307
165.808096,981.19,16,0.571429,0.285714,672.446893
5329.544052,1651.64,18,0.166667,0.416667,1587.462442
1171.429087,1845.42,7,0.25,0.0,3073.603769
99.912238,730.2,13,0.142857,0.857143,463.326909
114.295749,109.8,12,0.0,0.75,115.418223
287.099648,2693.64,33,0.25,0.75,2258.647459
5867.560972,609.0,11,0.083333,0.416667,1498.619792
7499.30365,350.57,3,0.083333,0.0,1326.434054
23.331936,1194.96,17,0.0,1.0,1381.551722
262.723622,2365.07,26,0.5,0.416667,3095.831769
204.584048,0.0,0,0.0,0.0,1933.810453
4977.237859,61.99,1,0.083333,0.0,6850.235626
433.677841,1391.89,19,0.833333,0.333333,2312.220888
1220.493289,0.0,0,0.0,0.0,566.644234
3740.907731,0.0,0,0.0,0.0,128.371777
