PURCHASES,CASH_ADVANCE,INSTALLMENTS_PURCHASES,CASH_ADVANCE_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY
0.0,3130.155158,0.0,0.333333,0.0
0.0,1259.175202,0.0,0.5,0.0
0.0,256.100571,0.0,0.083333,0.0
160.0,2956.595415,0.0,0.25,0.0
1.0,859.297788,0.0,0.083333,0.0
542.94,0.0,542.94,0.0,0.416667
0.0,9596.316702,0.0,0.181818,0.0
958.73,0.0,958.73,0.0,0.833333
59.4,2734.176725,0.0,0.5,0.0
273.8,0.0,0.0,0.0,0.0
0.0,2506.67355,0.0,0.5,0.0
282.62,0.0,249.0,0.0,0.25
73.8,595.036388,73.8,0.416667,0.333333
2289.92,0.0,705.52,0.0,0.416667
3591.81,554.07167,1139.25,0.090909,0.818182
3387.47,0.0,1449.34,0.0,1.0
793.1,6245.023709,0.0,0.5,0.0
254.37,0.0,254.37,0.0,0.666667
2338.83,1959.553078,0.0,0.166667,0.0
324.6,0.0,324.6,0.0,1.0
90.0,4032.071583,0.0,0.583333,0.0
0.0,442.372527,0.0,0.166667,0.0
2217.94,3533.146705,1227.48,0.25,1.0
22.68,0.0,22.68,0.0,0.083333
8.4,0.0,0.0,0.0,0.0
0.0,3454.101774,0.0,0.416667,0.0
1109.91,0.0,0.0,0.0,0.0
2555.91,0.0,1861.02,0.0,0.727273
2289.42,0.0,1062.34,0.0,0.666667
565.0,0.0,0.0,0.0,0.0
2061.55,0.0,1692.0,0.0,1.0
0.0,0.0,0.0,0.0,0.333333
184.68,0.0,184.68,0.0,1.0
55.55,0.0,55.55,0.0,0.1
0.0,243.61411,0.0,0.083333,0.0
2746.84,0.0,576.84,0.0,0.916667
1219.39,4473.3497,755.0,0.25,0.416667
0.0,126.637116,0.0,0.166667,0.0
318.79,0.0,0.0,0.0,0.0
0.0,68.919596,0.0,0.083333,0.0
872.94,0.0,735.64,0.0,0.916667
388.54,0.0,388.54,0.0,0.416667
1798.66,1569.577102,434.44,0.416667,0.916667
279.56,0.0,279.56,0.0,0.583333
0.0,157.152652,0.0,0.083333,0.0
2417.91,3508.775536,114.0,0.166667,0.166667
826.77,0.0,162.56,0.0,0.333333
0.0,45.026228,0.0,0.111111,0.0
916.46,0.0,388.68,0.0,0.333333
251.38,506.605228,150.1,0.181818,0.909091
0.0,17278.53864,0.0,0.833333,0.0
1196.35,0.0,250.56,0.0,0.5
1443.33,0.0,0.0,0.0,0.0
400.0,0.0,0.0,0.0,0.0
899.58,450.252732,486.3,0.166667,1.0
1224.99,0.0,1224.99,0.0,1.0
0.0,3936.354616,0.0,0.272727,0.0
112.57,70.564078,0.0,0.083333,0.0
0.0,2034.69483,0.0,0.333333,0.0
1245.33,2697.454999,0.0,0.583333,0.0
140.2,0.0,0.0,0.0,0.0
3618.19,0.0,813.4,0.0,0.5
270.97,0.0,163.82,0.0,0.25
792.14,0.0,88.56,0.0,0.75
453.91,927.939586,135.0,0.5,0.25
654.0,0.0,354.0,0.0,1.0
540.0,0.0,0.0,0.0,0.0
1910.13,0.0,58.07,0.0,0.166667
687.97,3406.90934,145.0,0.666667,0.25
5835.57,0.0,1860.87,0.0,0.75
1060.0,0.0,0.0,0.0,0.0
11507.4,0.0,5602.62,0.0,1.0
290.0,0.0,290.0,0.0,0.583333
80.0,1147.891529,0.0,0.25,0.0
45.65,19.995297,0.0,0.083333,0.0
6842.23,0.0,1904.1,0.0,1.0
211.22,3214.78962,128.22,0.2,0.5
470.54,8753.243163,331.16,0.916667,0.583333
1450.0,0.0,0.0,0.0,0.0
170.07,0.0,51.87,0.0,0.166667
105.78,0.0,0.0,0.0,0.0
330.89,2649.967098,259.49,0.416667,0.416667
897.42,0.0,213.3,0.0,0.583333
0.0,72.681585,0.0,0.083333,0.0
316.78,0.0,316.78,0.0,0.75
426.83,0.0,0.0,0.0,0.0
4340.42,7028.901031,732.25,0.833333,0.916667
1672.35,310.806852,101.0,0.25,0.416667
448.07,3474.764847,0.0,0.333333,0.0
219.37,0.0,0.0,0.0,0.0
724.83,0.0,724.83,0.0,0.583333
29.6,838.60032,0.0,0.083333,0.0
144.49,0.0,0.0,0.0,0.0
252.0,0.0,0.0,0.0,0.0
788.14,0.0,0.0,0.0,0.0
1141.24,0.0,142.16,0.0,0.583333
2702.57,0.0,759.8,0.0,0.75
1286.34,0.0,1286.34,0.0,1.0
2469.28,5839.680075,1563.3,0.666667,0.833333
161.5,0.0,0.0,0.0,0.0
96.2,0.0,96.2,0.0,0.833333
2329.12,0.0,761.9,0.0,0.583333
0.0,37.691257,0.0,0.166667,0.0
1083.12,0.0,1083.12,0.0,1.0
1155.4,0.0,0.0,0.0,0.0
45.65,0.0,0.0,0.0,0.0
4399.07,1838.093797,693.94,0.25,0.333333
67.44,0.0,0.0,0.0,0.0
181.63,2252.747969,0.0,0.5,0.0
0.0,1350.155793,0.0,0.090909,0.0
0.0,1145.252721,0.0,0.25,0.0
1593.29,0.0,1379.09,0.0,0.916667
0.0,1270.287892,0.0,0.416667,0.0
398.64,0.0,398.64,0.0,1.0
0.0,1374.764359,0.0,0.090909,0.0
0.0,3776.644822,0.0,0.166667,0.0
0.0,3318.487381,0.0,0.333333,0.0
176.03,0.0,0.0,0.0,0.0
312.1,0.0,312.1,0.0,0.583333
1562.43,0.0,1313.19,0.0,1.0
1721.66,0.0,1170.49,0.0,1.0
8665.38,0.0,2544.98,0.0,1.0
1036.68,1789.779133,886.68,0.333333,0.833333
0.0,1307.898095,0.0,0.083333,0.0
1439.49,0.0,846.49,0.0,1.0
190.45,49.196465,0.0,0.083333,0.0
1151.91,442.688396,536.06,0.285714,0.571429
724.52,0.0,524.52,0.0,1.0
715.51,494.573662,606.51,0.083333,0.583333
0.0,77.012362,0.0,0.083333,0.0
0.0,58.697369,0.0,0.25,0.0
158.34,0.0,158.34,0.0,0.333333
173.48,382.582455,0.0,0.166667,0.0
0.0,519.538738,0.0,0.083333,0.0
117.32,5573.767921,0.0,0.5,0.0
1049.0,0.0,1049.0,0.0,1.0
23.91,0.0,0.0,0.0,0.0
1132.36,0.0,754.92,0.0,1.0
82.0,0.0,0.0,0.0,0.0
0.0,2506.083985,0.0,0.25,0.0
664.61,945.736707,618.91,0.166667,0.5
2251.62,141.021854,287.57,0.083333,0.5
2514.3,0.0,1529.19,0.0,1.0
179.0,0.0,179.0,0.0,0.714286
3108.01,0.0,3108.01,0.0,1.0
93.31,789.697144,0.0,0.166667,0.0
2877.09,204.935422,1316.05,0.083333,1.0
2331.68,10291.12574,1243.64,0.583333,0.666667
11.41,0.0,0.0,0.0,0.0
3873.5,2306.919698,1231.36,0.416667,1.0
538.51,7232.069823,0.0,0.666667,0.0
775.0,0.0,410.0,0.0,0.416667
398.08,6694.105562,398.08,0.583333,0.416667
0.0,4253.311089,0.0,0.5,0.0
0.0,4058.539188,0.0,0.571429,0.0
1763.89,0.0,1505.46,0.0,1.0
405.61,0.0,405.61,0.0,0.916667
818.64,0.0,818.64,0.0,1.0
0.0,4524.312762,0.0,0.25,0.0
983.24,2329.181013,0.0,0.333333,0.0
611.71,0.0,20.0,0.0,0.166667
627.23,1055.558646,133.75,0.25,0.333333
0.0,966.297398,0.0,0.083333,0.0
0.0,899.346012,0.0,0.083333,0.0
878.29,0.0,247.02,0.0,0.25
1787.83,458.961661,1661.59,0.083333,1.0
299.9,0.0,0.0,0.0,0.0
875.38,0.0,875.38,0.0,1.0
380.0,1004.279993,0.0,0.5,0.0
2354.06,0.0,2138.19,0.0,1.0
2530.12,157.109678,0.0,0.083333,0.0
1168.75,3183.037625,1168.75,0.25,0.916667
2066.08,0.0,820.78,0.0,1.0
9113.78,0.0,2975.21,0.0,1.0
824.77,1214.495468,446.96,0.333333,0.5
0.0,648.228793,0.0,0.083333,0.0
0.0,4679.312402,0.0,0.25,0.0
462.7,0.0,300.0,0.0,0.416667
462.99,0.0,462.99,0.0,0.833333
1624.05,0.0,418.3,0.0,0.333333
0.0,972.223685,0.0,0.083333,0.0
233.9,0.0,0.0,0.0,0.0
504.2,0.0,504.2,0.0,1.0
7184.73,0.0,665.54,0.0,0.916667
324.96,1392.925291,324.96,0.25,1.0
0.0,93.437109,0.0,0.166667,0.0
946.0,0.0,410.0,0.0,0.416667
0.0,1433.85482,0.0,0.125,0.0
0.0,107.710567,0.0,0.083333,0.0
1176.93,0.0,1176.93,0.0,1.0
225.6,0.0,225.6,0.0,1.0
847.88,0.0,847.88,0.0,0.666667
1893.89,970.708796,350.0,0.083333,0.416667
1878.54,1154.965664,679.65,0.416667,0.333333
2542.61,0.0,1846.53,0.0,1.0
0.0,7216.489768,0.0,0.583333,0.0
366.68,175.284005,366.68,0.166667,0.333333
123.24,7949.596045,0.0,0.666667,0.0
803.22,901.628291,803.22,0.166667,0.916667
0.0,6218.171457,0.0,0.666667,0.0
177.0,0.0,0.0,0.0,0.0
4201.13,3306.574157,398.92,0.166667,1.0
1126.68,1831.160025,93.08,0.333333,0.666667
0.0,236.955668,0.0,0.25,0.0
263.04,1460.777849,0.0,0.166667,0.0
2610.3,0.0,1707.7,0.0,1.0
0.0,916.37094,0.0,0.083333,0.0
0.0,3417.227455,0.0,0.666667,0.0
5446.88,0.0,1980.66,0.0,0.916667
140.6,953.934018,0.0,0.25,0.0
9134.26,0.0,7131.36,0.0,1.0
3044.6,684.269093,0.0,0.083333,0.0
153.18,0.0,91.28,0.0,0.416667
1175.35,2271.555171,143.5,0.583333,0.416667
522.0,0.0,522.0,0.0,1.0
1160.66,0.0,1125.76,0.0,0.916667
3042.08,0.0,1623.01,0.0,1.0
765.0,0.0,0.0,0.0,0.0
1595.93,4359.32575,0.0,0.545455,0.0
313.89,0.0,313.89,0.0,0.916667
890.0,0.0,490.0,0.0,0.416667
2226.06,0.0,2226.06,0.0,1.0
110.0,1134.891542,0.0,0.166667,0.0
0.0,2928.671045,0.0,0.083333,0.0
62.7,0.0,0.0,0.0,0.0
587.34,0.0,587.34,0.0,1.0
4666.51,4120.44084,201.75,0.166667,0.5
453.24,0.0,453.24,0.0,1.0
694.91,0.0,657.41,0.0,0.833333
868.0,0.0,868.0,0.0,0.416667
2358.28,144.017573,186.48,0.166667,0.833333
1639.97,0.0,668.0,0.0,0.416667
775.42,7362.379262,126.0,0.166667,0.333333
0.0,370.098258,0.0,0.083333,0.0
0.0,557.526465,0.0,0.166667,0.0
858.5,356.570057,0.0,0.166667,0.0
0.0,1274.199991,0.0,0.090909,0.0
600.0,1433.189324,600.0,0.5,0.416667
300.68,0.0,300.68,0.0,0.090909
0.0,298.659126,0.0,0.083333,0.0
55.69,56.453676,0.0,0.083333,0.0
4468.71,0.0,598.56,0.0,0.416667
1000.0,4360.872498,0.0,0.5,0.0
816.0,0.0,177.09,0.0,0.5
521.31,0.0,381.31,0.0,1.0
469.0,0.0,469.0,0.0,0.5
476.16,0.0,476.16,0.0,1.0
561.25,1222.725542,186.0,0.583333,0.166667
346.3,0.0,346.3,0.0,1.0
0.0,3843.962731,0.0,0.083333,0.0
812.97,0.0,214.88,0.0,1.0
1082.98,4504.545269,585.9,0.666667,0.833333
1137.62,3116.44095,478.0,0.416667,0.5
2326.52,0.0,2189.72,0.0,1.0
1070.73,0.0,637.93,0.0,0.75
1398.21,0.0,154.71,0.0,0.416667
1470.24,4962.936839,587.46,0.666667,1.0
0.0,1966.812413,0.0,0.083333,0.0
0.0,9894.067335,0.0,0.916667,0.0
0.0,2436.107429,0.0,0.083333,0.0
29.5,103.141056,0.0,0.3,0.0
0.0,973.656086,0.0,0.166667,0.0
262.71,0.0,262.71,0.0,0.5
4115.98,0.0,140.0,0.0,0.25
0.0,23130.82106,0.0,0.583333,0.0
118.16,472.818286,0.0,0.125,0.0
853.3,0.0,0.0,0.0,0.0
2267.38,282.991201,592.63,0.166667,0.666667
104.95,0.0,104.95,0.0,0.3
470.69,0.0,413.69,0.0,0.333333
932.03,987.069944,700.16,0.083333,0.25
307.12,0.0,0.0,0.0,0.0
0.0,97.106059,0.0,0.285714,0.0
57.0,10239.08859,0.0,0.166667,0.0
2601.6,0.0,2601.6,0.0,1.0
0.0,2873.077058,0.0,0.166667,0.0
440.0,1472.061257,440.0,0.083333,0.25
716.76,2365.445125,662.3,0.416667,0.916667
4236.36,0.0,1911.2,0.0,0.75
935.71,5093.44832,935.71,0.166667,0.75
473.51,1031.583943,403.51,0.166667,0.5
885.44,0.0,885.44,0.0,0.833333
493.34,0.0,233.34,0.0,0.416667
2155.13,1650.039631,829.79,0.416667,1.0
888.98,1825.929322,0.0,0.166667,0.0
2513.46,6181.23369,0.0,0.444444,0.0
1475.23,0.0,0.0,0.0,0.0
3441.3,0.0,1024.6,0.0,0.833333
2308.0,0.0,1700.0,0.0,0.333333
182.08,0.0,182.08,0.0,0.875
1377.31,133.878836,549.96,0.083333,1.0
255.75,0.0,68.75,0.0,0.166667
255.7,14.222216,26.68,0.090909,0.181818
1071.8,752.292181,51.8,0.166667,0.166667
1063.69,0.0,1063.69,0.0,1.0
1347.7,0.0,1347.7,0.0,0.583333
75.5,0.0,0.0,0.0,0.0
0.0,10590.41113,0.0,0.166667,0.0
0.0,2660.070252,0.0,0.333333,0.0
0.0,3766.7883,0.0,0.090909,0.0
0.0,9085.908764,0.0,0.666667,0.0
291.62,1461.717523,291.62,0.142857,0.857143
1325.21,0.0,308.0,0.0,0.416667
229.0,0.0,0.0,0.0,0.0
0.0,1922.461395,0.0,0.166667,0.0
585.68,856.77615,139.7,0.75,0.416667
0.0,1630.319983,0.0,0.083333,0.0
1627.0,0.0,0.0,0.0,0.0
2310.61,0.0,935.0,0.0,0.5
1780.79,657.93913,700.14,0.166667,1.0
5176.62,0.0,0.0,0.0,0.0
265.97,0.0,265.97,0.0,0.916667
1026.26,256.963408,0.0,0.083333,0.0
2692.65,0.0,620.33,0.0,0.583333
0.0,68.520455,0.0,0.083333,0.0
0.0,872.983058,0.0,0.333333,0.0
3729.7,0.0,1560.35,0.0,1.0
0.0,79.435812,0.0,0.166667,0.0
561.38,0.0,561.38,0.0,1.0
609.0,0.0,609.0,0.0,1.0
1074.0,0.0,0.0,0.0,0.0
190.54,2467.204866,190.54,0.25,0.333333
420.88,429.481253,420.88,0.333333,0.333333
30.0,1484.671104,0.0,0.416667,0.0
0.0,2838.753109,0.0,0.083333,0.0
3629.8,2538.561644,3579.8,0.166667,1.0
1080.0,3968.684047,1080.0,0.25,0.666667
0.0,1075.239192,0.0,0.083333,0.0
1672.99,0.0,700.98,0.0,0.416667
0.0,4561.090005,0.0,0.25,0.0
248.31,0.0,248.31,0.0,0.416667
701.25,0.0,701.25,0.0,0.25
4378.8,0.0,1183.22,0.0,0.75
10243.48,0.0,5926.66,0.0,1.0
481.75,0.0,50.0,0.0,0.416667
993.5,0.0,97.5,0.0,0.166667
200.0,108.408059,0.0,0.083333,0.0
3161.02,0.0,1148.64,0.0,1.0
1197.12,0.0,0.0,0.0,0.0
1759.46,3240.789709,0.0,0.857143,0.0
294.0,0.0,294.0,0.0,1.0
0.0,7013.528326,0.0,0.666667,0.0
0.0,797.536774,0.0,0.083333,0.0
86.69,715.747319,0.0,0.083333,0.0
952.16,0.0,489.12,0.0,0.583333
92.02,0.0,92.02,0.0,0.5
796.9,0.0,796.9,0.0,0.75
1319.19,1581.026455,22.5,0.333333,0.083333
0.0,930.378581,0.0,0.166667,0.0
585.87,0.0,0.0,0.0,0.0
0.0,3176.804663,0.0,0.166667,0.0
0.0,275.166058,0.0,0.090909,0.0
0.0,99.110887,0.0,0.166667,0.0
133.86,0.0,133.86,0.0,0.25
1451.5,0.0,0.0,0.0,0.0
528.08,0.0,0.0,0.0,0.0
0.0,2181.390333,0.0,0.25,0.0
0.0,1672.653551,0.0,0.25,0.0
407.81,2790.468488,56.0,0.333333,0.083333
815.34,0.0,666.3,0.0,0.75
4391.87,422.496562,448.5,0.166667,0.666667
2445.24,0.0,191.48,0.0,0.333333
0.0,430.534073,0.0,0.083333,0.0
351.54,0.0,290.0,0.0,0.916667
0.0,3988.242395,0.0,0.25,0.0
141.8,1651.286918,0.0,1.125,0.0
0.0,320.869981,0.0,0.333333,0.0
0.0,793.848237,0.0,0.111111,0.0
1218.24,0.0,1218.24,0.0,1.0
1319.26,0.0,0.0,0.0,0.0
2984.34,0.0,229.42,0.0,0.416667
614.01,6791.261503,141.0,0.5,0.083333
0.0,335.348071,0.0,0.166667,0.0
0.0,244.88819,0.0,0.166667,0.0
0.0,274.3843,0.0,0.083333,0.0
0.0,2014.386387,0.0,0.166667,0.0
569.02,1431.673728,322.13,0.083333,0.416667
2729.0,0.0,1320.0,0.0,1.0
2753.35,0.0,793.35,0.0,0.636364
87.3,0.0,87.3,0.0,0.083333
0.0,2810.45573,0.0,0.166667,0.0
1184.98,6370.145895,427.03,0.666667,0.333333
0.0,559.200528,0.0,0.416667,0.0
3342.9,436.15809,1435.0,0.1,0.9
1225.79,6560.352738,1225.79,0.25,1.0
0.0,39.265903,0.0,0.083333,0.0
139.67,3365.390269,0.0,0.25,0.0
66.72,0.0,66.72,0.0,0.333333
577.98,2191.528662,219.96,0.333333,1.0
0.0,2925.55754,0.0,0.083333,0.0
803.95,0.0,0.0,0.0,0.0
340.57,2671.441618,90.09,0.333333,0.5
451.01,0.0,451.01,0.0,1.0
617.3,282.667958,447.5,0.25,0.75
360.0,0.0,360.0,0.0,0.416667
0.0,1783.362859,0.0,0.416667,0.0
1955.98,0.0,1955.98,0.0,1.0
350.31,153.173663,350.31,0.25,0.166667
291.7,0.0,291.7,0.0,0.583333
382.5,0.0,72.5,0.0,0.083333
176.65,152.712134,109.96,0.083333,0.833333
2203.68,1076.466158,427.0,0.166667,0.75
14.28,0.0,14.28,0.0,0.416667
3419.92,7837.414142,0.0,0.583333,0.0
921.94,5903.784384,665.84,0.333333,0.833333
0.0,2593.398852,0.0,0.083333,0.0
437.6,4638.435613,0.0,0.333333,0.0
0.0,36.582227,0.0,0.083333,0.0
0.0,2007.044461,0.0,0.666667,0.0
141.0,1072.395255,101.0,0.25,0.416667
889.66,0.0,309.57,0.0,1.0
375.23,0.0,375.23,0.0,0.833333
169.19,464.040014,0.0,0.083333,0.0
0.0,673.644618,0.0,0.166667,0.0
223.34,0.0,223.34,0.0,0.666667
0.0,949.587804,0.0,0.083333,0.0
0.0,2230.439984,0.0,0.333333,0.0
45.65,2475.656139,0.0,0.416667,0.0
231.4,4109.465221,0.0,1.1,0.0
602.07,0.0,602.07,0.0,0.833333
265.22,0.0,0.0,0.0,0.0
664.05,0.0,0.0,0.0,0.0
447.5,1664.47374,0.0,0.583333,0.0
2128.56,2346.894867,1092.32,0.416667,0.75
912.1,752.060162,242.22,0.416667,0.166667
383.2,49.167984,0.0,0.083333,0.0
910.51,0.0,910.51,0.0,0.5
789.45,0.0,0.0,0.0,0.0
758.5,0.0,758.5,0.0,0.583333
0.0,258.13761,0.0,0.583333,0.0
644.99,0.0,644.99,0.0,1.0
60.0,0.0,0.0,0.0,0.0
1068.28,0.0,1068.28,0.0,0.888889
420.0,0.0,133.0,0.0,0.416667
462.86,0.0,462.86,0.0,1.0
164.9,1806.070919,0.0,0.666667,0.0
0.0,549.062884,0.0,0.083333,0.0
1666.95,0.0,1666.95,0.0,1.0
0.0,1560.735908,0.0,0.166667,0.0
1556.66,0.0,643.96,0.0,1.0
1090.69,0.0,274.99,0.0,0.416667
170.0,3260.296078,0.0,0.25,0.0
635.76,3863.40531,471.44,0.25,0.916667
141.81,2431.292076,0.0,0.583333,0.0
220.62,0.0,0.0,0.0,0.0
2826.99,0.0,1330.4,0.0,1.0
784.63,0.0,167.09,0.0,0.181818
0.0,78.763096,0.0,0.166667,0.0
61.46,0.0,61.46,0.0,0.25
1450.0,2260.73569,0.0,0.181818,0.0
1977.5,611.974158,1230.0,0.083333,0.5
1895.25,0.0,1353.68,0.0,0.75
1039.48,4200.991254,0.0,0.25,0.0
1856.84,2144.180453,462.63,0.75,0.166667
20.9,0.0,0.0,0.0,0.0
671.31,6171.934509,0.0,0.5,0.0
358.68,0.0,358.68,0.0,0.916667
474.96,0.0,474.96,0.0,1.0
0.0,689.185829,0.0,0.083333,0.0
582.28,3325.302419,582.28,0.333333,1.0
0.0,437.399211,0.0,0.333333,0.0
0.0,456.396077,0.0,0.166667,0.0
0.0,1846.252071,0.0,0.333333,0.0
152.73,0.0,152.73,0.0,0.666667
520.24,0.0,0.0,0.0,0.0
270.0,0.0,270.0,0.0,0.818182
1229.42,0.0,0.0,0.0,0.0
0.0,3860.699586,0.0,0.916667,0.0
485.17,0.0,0.0,0.0,0.0
192.99,0.0,124.39,0.0,0.25
0.0,2909.753084,0.0,0.416667,0.0
0.0,2119.702403,0.0,0.166667,0.0
2453.18,0.0,401.66,0.0,0.5
50.0,0.0,0.0,0.0,0.0
3005.25,315.120089,1497.26,0.166667,1.0
151.92,0.0,151.92,0.0,1.0
227.64,0.0,227.64,0.0,1.0
0.0,1321.906162,0.0,0.333333,0.0
472.5,0.0,0.0,0.0,0.0
160.0,3603.787202,0.0,0.166667,0.0
1330.0,1906.43522,1330.0,0.083333,0.416667
4820.68,0.0,757.07,0.0,0.5
901.62,0.0,42.8,0.0,0.166667
0.0,2404.829712,0.0,0.166667,0.0
185.0,737.622804,45.0,0.166667,0.166667
221.48,0.0,0.0,0.0,0.0
0.0,2676.476175,0.0,0.333333,0.0
262.0,4212.521736,262.0,0.75,0.75
449.26,7894.578816,0.0,0.083333,0.0
283.8,0.0,283.8,0.0,0.666667
531.48,6394.923585,531.48,0.083333,0.25
209.9,8223.638112,209.9,0.5,0.416667
0.0,9798.167329,0.0,0.125,0.0
164.68,0.0,131.94,0.0,0.666667
450.0,2480.749691,0.0,0.166667,0.0
600.0,5352.991545,0.0,0.583333,0.0
540.13,0.0,224.83,0.0,0.5
2802.08,0.0,588.65,0.0,0.583333
3589.05,0.0,450.57,0.0,0.5
548.01,0.0,548.01,0.0,0.583333
0.0,4320.771337,0.0,0.5,0.0
0.0,198.295367,0.0,0.25,0.0
1260.0,2992.621714,1260.0,0.166667,0.25
0.0,5423.546535,0.0,0.166667,0.0
0.0,59.670168,0.0,0.083333,0.0
0.0,1620.674351,0.0,0.416667,0.0
1975.72,11834.20581,1296.42,0.333333,0.833333
1754.19,1248.153277,990.03,0.333333,1.0
2266.01,0.0,974.39,0.0,0.666667
107.0,5203.612362,0.0,0.166667,0.0
168.0,0.0,168.0,0.0,0.25
453.3,0.0,122.5,0.0,0.166667
377.79,0.0,87.5,0.0,0.583333
166.2,0.0,0.0,0.0,0.0
188.02,0.0,188.02,0.0,0.5
142.0,0.0,100.0,0.0,0.083333
0.0,965.180677,0.0,0.416667,0.0
1429.39,0.0,1329.39,0.0,1.0
0.0,1563.518213,0.0,0.25,0.0
6636.91,109.211535,479.17,0.083333,1.0
0.0,1668.403386,0.0,0.166667,0.0
154.86,0.0,154.86,0.0,0.416667
2364.85,0.0,0.0,0.0,0.0
0.0,58.981572,0.0,0.166667,0.0
425.67,0.0,167.95,0.0,0.166667
985.2,1055.502083,454.2,0.333333,0.916667
175.8,2052.878473,0.0,0.444444,0.0
2938.32,0.0,1252.97,0.0,0.583333
1704.95,0.0,563.4,0.0,0.333333
290.0,0.0,290.0,0.0,0.833333
0.0,866.594079,0.0,0.25,0.0
869.38,0.0,477.52,0.0,0.5
0.0,1561.133958,0.0,0.333333,0.0
3034.74,418.127352,819.88,0.166667,1.0
1462.6,0.0,200.0,0.0,0.416667
127.0,0.0,0.0,0.0,0.0
320.0,4510.237702,0.0,0.875,0.0
0.0,2918.216386,0.0,0.333333,0.0
9030.08,0.0,2684.43,0.0,0.833333
640.03,1898.318709,412.43,0.166667,0.416667
0.0,2025.02275,0.0,0.25,0.0
512.35,0.0,512.35,0.0,1.0
1971.9,19.395458,390.92,0.083333,0.5
794.53,0.0,0.0,0.0,0.0
1401.4,0.0,1401.4,0.0,1.0
360.1,0.0,168.1,0.0,0.25
0.0,57.645727,0.0,0.083333,0.0
2029.03,5933.125159,984.75,0.5,0.75
0.0,385.950518,0.0,0.25,0.0
0.0,1795.200197,0.0,0.083333,0.0
985.33,0.0,129.24,0.0,0.166667
0.0,2121.504999,0.0,0.333333,0.0
12.64,4516.162598,12.64,0.416667,0.083333
2099.89,0.0,0.0,0.0,0.0
555.71,1304.049707,442.26,0.25,0.916667
3643.93,780.459161,672.13,0.083333,0.833333
462.0,4776.10477,0.0,0.416667,0.0
198.27,0.0,0.0,0.0,0.0
800.11,92.971171,749.52,0.083333,1.0
238.9,0.0,238.9,0.0,0.714286
6003.86,0.0,2529.51,0.0,1.0
1462.73,0.0,362.5,0.0,0.416667
1303.78,0.0,1096.69,0.0,0.916667
0.0,1027.967584,0.0,0.333333,0.0
377.07,367.672276,0.0,0.083333,0.0
369.52,2578.596448,0.0,0.25,0.0
0.0,2037.648071,0.0,0.25,0.0
3429.49,0.0,639.64,0.0,0.666667
703.23,0.0,0.0,0.0,0.0
3056.73,0.0,2796.05,0.0,1.0
3056.06,0.0,1061.72,0.0,0.833333
3790.29,1384.954139,2273.99,0.333333,1.0
0.0,1825.201472,0.0,0.333333,0.0
974.42,1563.646228,72.5,0.6,0.4
107.41,0.0,107.41,0.0,0.416667
2366.36,0.0,1811.36,0.0,1.0
129.0,2496.787814,0.0,0.25,0.0
828.0,0.0,828.0,0.0,1.0
790.65,0.0,252.64,0.0,0.583333
0.0,1478.624512,0.0,0.083333,0.0
298.51,1362.13765,201.01,0.090909,0.454545
0.0,535.955512,0.0,0.25,0.0
90.0,0.0,90.0,0.0,0.5
530.5,0.0,0.0,0.0,0.0
598.5,0.0,0.0,0.0,0.0
133.4,0.0,133.4,0.0,0.333333
1424.4,0.0,93.49,0.0,0.083333
786.0,0.0,140.0,0.0,0.416667
1794.82,2373.651556,176.1,0.416667,0.416667
0.0,2527.237714,0.0,0.583333,0.0
37.03,5171.710442,37.03,0.5,0.25
1210.95,0.0,1008.96,0.0,0.666667
1086.17,487.263992,73.0,0.25,0.25
4381.33,0.0,2300.46,0.0,0.5
2003.98,0.0,1548.36,0.0,1.0
90.0,432.820851,0.0,0.25,0.0
1554.86,0.0,55.74,0.0,0.083333
462.78,0.0,40.0,0.0,0.083333
349.45,0.0,349.45,0.0,0.636364
214.38,0.0,0.0,0.0,0.0
600.0,0.0,0.0,0.0,0.0
1006.01,0.0,320.0,0.0,0.166667
0.0,538.044813,0.0,0.583333,0.0
1697.02,0.0,480.0,0.0,1.0
0.0,229.417213,0.0,0.272727,0.0
93.34,0.0,93.34,0.0,0.333333
2339.79,5930.115233,0.0,0.25,0.0
0.0,151.730077,0.0,0.1,0.0
0.0,187.666429,0.0,0.25,0.0
448.15,0.0,0.0,0.0,0.0
2610.29,884.570862,203.32,0.25,0.333333
1157.94,0.0,214.0,0.0,0.583333
250.0,0.0,0.0,0.0,0.0
4769.98,0.0,3605.63,0.0,1.0
120.0,0.0,120.0,0.0,0.5
824.1,344.286557,0.0,0.083333,0.0
2869.17,0.0,1107.94,0.0,0.666667
155.32,713.751955,155.32,0.166667,0.25
1110.17,814.088229,470.0,0.25,0.333333
206.32,0.0,206.32,0.0,0.833333
689.4,1156.608975,0.0,0.25,0.0
7156.11,1543.726862,1234.85,0.166667,0.666667
48.22,106.224702,0.0,0.083333,0.0
660.61,144.154129,223.53,0.083333,0.583333
395.0,0.0,0.0,0.0,0.0
0.0,9553.955906,0.0,0.166667,0.0
3612.24,0.0,272.19,0.0,0.083333
456.05,0.0,456.05,0.0,0.333333
0.0,3359.844146,0.0,0.142857,0.0
311.2,0.0,0.0,0.0,0.0
0.0,1176.120124,0.0,0.166667,0.0
170.02,0.0,170.02,0.0,0.5
7786.4,0.0,7571.4,0.0,1.0
15108.47,0.0,12738.47,0.0,1.0
